nomor_struk,tgl_transaksi,kode_produk,nama_produk,jumlah_terjual,harga,total_nilai
INV-00007673,26-02-2025,KCPMNB,Kecap Manis Botol Besar,3,31500,94500
INV-00007673,26-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00007673,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007673,26-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00007674,26-02-2025,KSETAS,Keset Kaki Anti-Slip,1,70000,70000
INV-00007675,26-02-2025,MGR1L,Minyak Goreng Refill 1L,4,17500,70000
INV-00007675,26-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00007675,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,5,35000,175000
INV-00007675,26-02-2025,LED15W,Lampu LED Rumah 15W,2,63000,126000
INV-00007675,26-02-2025,CPDSNT,Celana Pendek Santai,2,67000,134000
INV-00007675,26-02-2025,MARGRN,Margarin Serbaguna,1,18000,18000
INV-00007675,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007675,26-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00007675,26-02-2025,KBLCHG,Kabel Data Fast Charge,2,59000,118000
INV-00007676,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007676,26-02-2025,PANTEF,Panci Teflon Kecil,2,81500,163000
INV-00007676,26-02-2025,KBLCHG,Kabel Data Fast Charge,2,59000,118000
INV-00007676,26-02-2025,BRS5KG,Beras Premium 5kg,2,58500,117000
INV-00007676,26-02-2025,MARGRN,Margarin Serbaguna,5,18000,90000
INV-00007676,26-02-2025,MIEIN5,Mi Instan (Isi 5),6,19000,114000
INV-00007676,26-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00007676,26-02-2025,TISWJH,Tisu Wajah Pack Ganda,2,32500,65000
INV-00007676,26-02-2025,GRMDAP,Garam Dapur (3 Pack),3,10500,31500
INV-00007676,26-02-2025,BATAA4,Baterai AA (Isi 4),1,15500,15500
INV-00007677,26-02-2025,TLR05K,Telur Ayam (Setengah Kg),2,16500,33000
INV-00007677,26-02-2025,HNDKMD,Handuk Mandi Sedang,2,42000,84000
INV-00007677,26-02-2025,MGR1L,Minyak Goreng Refill 1L,2,17500,35000
INV-00007677,26-02-2025,PHRUMH,Pengharum Ruangan,1,54000,54000
INV-00007677,26-02-2025,SNKKPT,Snack Keripik Kentang,3,20500,61500
INV-00007677,26-02-2025,MIEIN5,Mi Instan (Isi 5),6,19000,114000
INV-00007677,26-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00007677,26-02-2025,PANTEF,Panci Teflon Kecil,1,81500,81500
INV-00007677,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007678,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007678,26-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00007678,26-02-2025,MSKMED,Masker Medis (1 Box),3,52500,157500
INV-00007679,26-02-2025,MIEIN5,Mi Instan (Isi 5),3,19000,57000
INV-00007679,26-02-2025,SPONCP,Spons Cuci Piring,2,26500,53000
INV-00007679,26-02-2025,GRMDAP,Garam Dapur (3 Pack),7,10500,73500
INV-00007679,26-02-2025,TLR05K,Telur Ayam (Setengah Kg),3,16500,49500
INV-00007679,26-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00007679,26-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00007679,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007680,26-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),2,11000,22000
INV-00007680,26-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00007680,26-02-2025,MIEIN5,Mi Instan (Isi 5),2,19000,38000
INV-00007681,26-02-2025,VITC30,Vitamin C (Botol Isi 30),3,58000,174000
INV-00007681,26-02-2025,MGR1L,Minyak Goreng Refill 1L,3,17500,52500
INV-00007681,26-02-2025,CPDSNT,Celana Pendek Santai,3,67000,201000
INV-00007681,26-02-2025,PHRUMH,Pengharum Ruangan,2,54000,108000
INV-00007681,26-02-2025,HNDKMD,Handuk Mandi Sedang,3,42000,126000
INV-00007681,26-02-2025,SNKKPT,Snack Keripik Kentang,4,20500,82000
INV-00007681,26-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00007681,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007682,26-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00007682,26-02-2025,TEKOLT,Teko Listrik,2,89000,178000
INV-00007682,26-02-2025,KCPMNB,Kecap Manis Botol Besar,3,31500,94500
INV-00007682,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,5,35000,175000
INV-00007683,26-02-2025,SNKKPT,Snack Keripik Kentang,4,20500,82000
INV-00007683,26-02-2025,BATAA4,Baterai AA (Isi 4),5,15500,77500
INV-00007684,26-02-2025,KCPMNB,Kecap Manis Botol Besar,1,31500,31500
INV-00007684,26-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00007684,26-02-2025,CLglass,Pembersih Kaca Cair,3,27500,82500
INV-00007684,26-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00007684,26-02-2025,TPTRG1,Tepung Terigu 1kg,4,10500,42000
INV-00007684,26-02-2025,GRMDAP,Garam Dapur (3 Pack),7,10500,73500
INV-00007684,26-02-2025,TEKOLT,Teko Listrik,2,89000,178000
INV-00007684,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007684,26-02-2025,PSGIGI,Pasta Gigi Pack Besar,2,23500,47000
INV-00007684,26-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00007685,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007685,26-02-2025,BRS5KG,Beras Premium 5kg,2,58500,117000
INV-00007685,26-02-2025,TRMS50,Termos Air Panas 500ml,2,81000,162000
INV-00007685,26-02-2025,BATAA4,Baterai AA (Isi 4),6,15500,93000
INV-00007685,26-02-2025,MGR1L,Minyak Goreng Refill 1L,1,17500,17500
INV-00007685,26-02-2025,CPL2L,Cairan Pembersih Lantai 2L,7,27500,192500
INV-00007686,26-02-2025,TPTRG1,Tepung Terigu 1kg,3,10500,31500
INV-00007686,26-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00007686,26-02-2025,BRS5KG,Beras Premium 5kg,3,58500,175500
INV-00007686,26-02-2025,GRMDAP,Garam Dapur (3 Pack),3,10500,31500
INV-00007686,26-02-2025,MARGRN,Margarin Serbaguna,2,18000,36000
INV-00007686,26-02-2025,MGR1L,Minyak Goreng Refill 1L,3,17500,52500
INV-00007686,26-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00007686,26-02-2025,TEKOLT,Teko Listrik,2,89000,178000
INV-00007686,26-02-2025,KBLCHG,Kabel Data Fast Charge,2,59000,118000
INV-00007686,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007687,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007687,26-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00007687,26-02-2025,PHRUMH,Pengharum Ruangan,1,54000,54000
INV-00007687,26-02-2025,GRMDAP,Garam Dapur (3 Pack),7,10500,73500
INV-00007687,26-02-2025,PWBNK5,Powerbank 5000mAh,1,97500,97500
INV-00007687,26-02-2025,TLR05K,Telur Ayam (Setengah Kg),2,16500,33000
INV-00007687,26-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00007688,26-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00007688,26-02-2025,PSUDAP,Pisau Dapur Stainless,3,55000,165000
INV-00007688,26-02-2025,KOSPLN,Kaos Polos Katun,2,53500,107000
INV-00007688,26-02-2025,KOPIAR,Kopi Bubuk Arabika 250g,2,58500,117000
INV-00007688,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007689,26-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00007689,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007689,26-02-2025,PSGIGI,Pasta Gigi Pack Besar,3,23500,70500
INV-00007689,26-02-2025,KBLCHG,Kabel Data Fast Charge,3,59000,177000
INV-00007689,26-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00007689,26-02-2025,MARGRN,Margarin Serbaguna,3,18000,54000
INV-00007689,26-02-2025,PSUDAP,Pisau Dapur Stainless,4,55000,220000
INV-00007690,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007691,26-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00007691,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007691,26-02-2025,SPKBT,Speaker Bluetooth Portabel,2,98500,197000
INV-00007691,26-02-2025,MARGRN,Margarin Serbaguna,4,18000,72000
INV-00007691,26-02-2025,BRS5KG,Beras Premium 5kg,1,58500,58500
INV-00007691,26-02-2025,CPL2L,Cairan Pembersih Lantai 2L,4,27500,110000
INV-00007692,26-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00007693,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,5,35000,175000
INV-00007693,26-02-2025,CPDSNT,Celana Pendek Santai,2,67000,134000
INV-00007693,26-02-2025,VITC30,Vitamin C (Botol Isi 30),1,58000,58000
INV-00007693,26-02-2025,TLR05K,Telur Ayam (Setengah Kg),1,16500,16500
INV-00007693,26-02-2025,DEOSPR,Deodoran Spray,3,49500,148500
INV-00007693,26-02-2025,HNDKMD,Handuk Mandi Sedang,1,42000,42000
INV-00007693,26-02-2025,PSUDAP,Pisau Dapur Stainless,2,55000,110000
INV-00007693,26-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00007693,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007694,26-02-2025,KBLCHG,Kabel Data Fast Charge,2,59000,118000
INV-00007694,26-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00007694,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007694,26-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00007694,26-02-2025,PSGIGI,Pasta Gigi Pack Besar,3,23500,70500
INV-00007694,26-02-2025,SHPSAC,Shampo Sachet,2,17500,35000
INV-00007694,26-02-2025,MGR1L,Minyak Goreng Refill 1L,3,17500,52500
INV-00007694,26-02-2025,GRMDAP,Garam Dapur (3 Pack),2,10500,21000
INV-00007694,26-02-2025,PHRUMH,Pengharum Ruangan,2,54000,108000
INV-00007694,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,1,35000,35000
INV-00007695,26-02-2025,TRMS50,Termos Air Panas 500ml,4,81000,324000
INV-00007695,26-02-2025,MGR1L,Minyak Goreng Refill 1L,1,17500,17500
INV-00007695,26-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00007695,26-02-2025,BATAA4,Baterai AA (Isi 4),4,15500,62000
INV-00007695,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007696,26-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00007696,26-02-2025,CPDSNT,Celana Pendek Santai,1,67000,67000
INV-00007696,26-02-2025,SPKBT,Speaker Bluetooth Portabel,2,98500,197000
INV-00007696,26-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00007696,26-02-2025,TASBLJ,Tas Belanja Reusable,4,77000,308000
INV-00007696,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,3,35000,105000
INV-00007697,26-02-2025,BRS5KG,Beras Premium 5kg,2,58500,117000
INV-00007697,26-02-2025,GRMDAP,Garam Dapur (3 Pack),5,10500,52500
INV-00007697,26-02-2025,MIEIN5,Mi Instan (Isi 5),7,19000,133000
INV-00007697,26-02-2025,MARGRN,Margarin Serbaguna,3,18000,54000
INV-00007697,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007698,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007698,26-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),2,11000,22000
INV-00007698,26-02-2025,MGR1L,Minyak Goreng Refill 1L,1,17500,17500
INV-00007698,26-02-2025,GRMDAP,Garam Dapur (3 Pack),1,10500,10500
INV-00007698,26-02-2025,BRS5KG,Beras Premium 5kg,1,58500,58500
INV-00007698,26-02-2025,VITC30,Vitamin C (Botol Isi 30),1,58000,58000
INV-00007699,26-02-2025,BATAA4,Baterai AA (Isi 4),1,15500,15500
INV-00007699,26-02-2025,MIEIN5,Mi Instan (Isi 5),5,19000,95000
INV-00007699,26-02-2025,VITC30,Vitamin C (Botol Isi 30),1,58000,58000
INV-00007699,26-02-2025,MARGRN,Margarin Serbaguna,4,18000,72000
INV-00007699,26-02-2025,KCPMNB,Kecap Manis Botol Besar,2,31500,63000
INV-00007699,26-02-2025,KBLCHG,Kabel Data Fast Charge,1,59000,59000
INV-00007699,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007699,26-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00007699,26-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00007700,26-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00007700,26-02-2025,MSWRLS,Mouse Wireless,1,75000,75000
INV-00007700,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007700,26-02-2025,DEOSPR,Deodoran Spray,5,49500,247500
INV-00007700,26-02-2025,LED15W,Lampu LED Rumah 15W,5,63000,315000
INV-00007700,26-02-2025,MSKMED,Masker Medis (1 Box),2,52500,105000
INV-00007700,26-02-2025,SNKKPT,Snack Keripik Kentang,1,20500,20500
INV-00007701,26-02-2025,BRS5KG,Beras Premium 5kg,2,58500,117000
INV-00007701,26-02-2025,KCPMNB,Kecap Manis Botol Besar,1,31500,31500
INV-00007701,26-02-2025,SHPSAC,Shampo Sachet,1,17500,17500
INV-00007701,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007702,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007702,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,1,35000,35000
INV-00007702,26-02-2025,MIEIN5,Mi Instan (Isi 5),3,19000,57000
INV-00007702,26-02-2025,DEOSPR,Deodoran Spray,7,49500,346500
INV-00007703,26-02-2025,CPL2L,Cairan Pembersih Lantai 2L,2,27500,55000
INV-00007703,26-02-2025,HNDKMD,Handuk Mandi Sedang,2,42000,84000
INV-00007703,26-02-2025,MARGRN,Margarin Serbaguna,3,18000,54000
INV-00007703,26-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00007703,26-02-2025,STRIKA,Setrika Listrik Standar,1,99500,99500
INV-00007703,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007703,26-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00007703,26-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00007704,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007704,26-02-2025,MSKMED,Masker Medis (1 Box),3,52500,157500
INV-00007704,26-02-2025,LED15W,Lampu LED Rumah 15W,2,63000,126000
INV-00007704,26-02-2025,TLR05K,Telur Ayam (Setengah Kg),3,16500,49500
INV-00007704,26-02-2025,MGR1L,Minyak Goreng Refill 1L,1,17500,17500
INV-00007704,26-02-2025,SNKKPT,Snack Keripik Kentang,3,20500,61500
INV-00007705,26-02-2025,MGR1L,Minyak Goreng Refill 1L,1,17500,17500
INV-00007705,26-02-2025,SHPSAC,Shampo Sachet,1,17500,17500
INV-00007705,26-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00007705,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007705,26-02-2025,MSWRLS,Mouse Wireless,1,75000,75000
INV-00007706,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007706,26-02-2025,HNDKMD,Handuk Mandi Sedang,1,42000,42000
INV-00007706,26-02-2025,SPKBT,Speaker Bluetooth Portabel,5,98500,492500
INV-00007707,26-02-2025,MIEIN5,Mi Instan (Isi 5),5,19000,95000
INV-00007707,26-02-2025,SHPSAC,Shampo Sachet,1,17500,17500
INV-00007707,26-02-2025,MGR1L,Minyak Goreng Refill 1L,3,17500,52500
INV-00007707,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,5,35000,175000
INV-00007707,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007708,26-02-2025,MSWRLS,Mouse Wireless,1,75000,75000
INV-00007708,26-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),2,11000,22000
INV-00007708,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007708,26-02-2025,PHRUMH,Pengharum Ruangan,1,54000,54000
INV-00007708,26-02-2025,BANTAL,Bantal Tidur Silikon,3,66500,199500
INV-00007709,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,3,35000,105000
INV-00007709,26-02-2025,GRMDAP,Garam Dapur (3 Pack),6,10500,63000
INV-00007709,26-02-2025,KSETAS,Keset Kaki Anti-Slip,3,70000,210000
INV-00007709,26-02-2025,MGR1L,Minyak Goreng Refill 1L,3,17500,52500
INV-00007709,26-02-2025,TLR05K,Telur Ayam (Setengah Kg),4,16500,66000
INV-00007709,26-02-2025,MSKMED,Masker Medis (1 Box),2,52500,105000
INV-00007709,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007709,26-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00007710,26-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00007710,26-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00007710,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007710,26-02-2025,SPONCP,Spons Cuci Piring,4,26500,106000
INV-00007710,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,3,35000,105000
INV-00007710,26-02-2025,SHPSAC,Shampo Sachet,2,17500,35000
INV-00007710,26-02-2025,BATAA4,Baterai AA (Isi 4),2,15500,31000
INV-00007711,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,2,35000,70000
INV-00007711,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007711,26-02-2025,KBLCHG,Kabel Data Fast Charge,2,59000,118000
INV-00007712,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007712,26-02-2025,TEKOLT,Teko Listrik,2,89000,178000
INV-00007712,26-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00007712,26-02-2025,CPL2L,Cairan Pembersih Lantai 2L,4,27500,110000
INV-00007712,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,3,35000,105000
INV-00007712,26-02-2025,GRMDAP,Garam Dapur (3 Pack),7,10500,73500
INV-00007713,26-02-2025,STRIKA,Setrika Listrik Standar,2,99500,199000
INV-00007713,26-02-2025,MIEIN5,Mi Instan (Isi 5),4,19000,76000
INV-00007713,26-02-2025,BATAA4,Baterai AA (Isi 4),1,15500,15500
INV-00007713,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007714,26-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00007714,26-02-2025,HNDKMD,Handuk Mandi Sedang,2,42000,84000
INV-00007715,26-02-2025,STRIKA,Setrika Listrik Standar,3,99500,298500
INV-00007715,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,4,35000,140000
INV-00007715,26-02-2025,BRS5KG,Beras Premium 5kg,1,58500,58500
INV-00007715,26-02-2025,KCPMNB,Kecap Manis Botol Besar,2,31500,63000
INV-00007715,26-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00007715,26-02-2025,GRMDAP,Garam Dapur (3 Pack),5,10500,52500
INV-00007715,26-02-2025,HDPCON,Headphone Kabel Standar,2,97500,195000
INV-00007715,26-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00007715,26-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00007715,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007716,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007716,26-02-2025,KBLCHG,Kabel Data Fast Charge,1,59000,59000
INV-00007716,26-02-2025,CLglass,Pembersih Kaca Cair,4,27500,110000
INV-00007716,26-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00007716,26-02-2025,BATAA4,Baterai AA (Isi 4),4,15500,62000
INV-00007716,26-02-2025,MGR1L,Minyak Goreng Refill 1L,1,17500,17500
INV-00007717,26-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00007717,26-02-2025,MGR1L,Minyak Goreng Refill 1L,1,17500,17500
INV-00007717,26-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00007717,26-02-2025,SNKKPT,Snack Keripik Kentang,2,20500,41000
INV-00007717,26-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00007717,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007717,26-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),2,11000,22000
INV-00007718,26-02-2025,PSGIGI,Pasta Gigi Pack Besar,2,23500,47000
INV-00007718,26-02-2025,KBLCHG,Kabel Data Fast Charge,2,59000,118000
INV-00007718,26-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00007718,26-02-2025,TEKOLT,Teko Listrik,2,89000,178000
INV-00007718,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007718,26-02-2025,HNDKMD,Handuk Mandi Sedang,1,42000,42000
INV-00007718,26-02-2025,SNKKPT,Snack Keripik Kentang,4,20500,82000
INV-00007718,26-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00007719,26-02-2025,BATAA4,Baterai AA (Isi 4),6,15500,93000
INV-00007719,26-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00007719,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007720,26-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00007720,26-02-2025,CPDSNT,Celana Pendek Santai,3,67000,201000
INV-00007720,26-02-2025,BANTAL,Bantal Tidur Silikon,4,66500,266000
INV-00007721,26-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00007721,26-02-2025,TRMS50,Termos Air Panas 500ml,4,81000,324000
INV-00007721,26-02-2025,GRMDAP,Garam Dapur (3 Pack),1,10500,10500
INV-00007721,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007721,26-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),2,11000,22000
INV-00007722,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007723,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007723,26-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00007723,26-02-2025,TPTRG1,Tepung Terigu 1kg,7,10500,73500
INV-00007723,26-02-2025,SHPSAC,Shampo Sachet,2,17500,35000
INV-00007723,26-02-2025,PHRUMH,Pengharum Ruangan,1,54000,54000
INV-00007723,26-02-2025,TLR05K,Telur Ayam (Setengah Kg),2,16500,33000
INV-00007723,26-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00007723,26-02-2025,CPDSNT,Celana Pendek Santai,3,67000,201000
INV-00007723,26-02-2025,SPKBT,Speaker Bluetooth Portabel,5,98500,492500
INV-00007724,26-02-2025,GRMDAP,Garam Dapur (3 Pack),6,10500,63000
INV-00007725,26-02-2025,TRMS50,Termos Air Panas 500ml,1,81000,81000
INV-00007725,26-02-2025,BRS5KG,Beras Premium 5kg,3,58500,175500
INV-00007725,26-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00007725,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,2,35000,70000
INV-00007725,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007725,26-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00007726,26-02-2025,KOPIAR,Kopi Bubuk Arabika 250g,2,58500,117000
INV-00007727,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007727,26-02-2025,BATAA4,Baterai AA (Isi 4),7,15500,108500
INV-00007728,26-02-2025,TPTRG1,Tepung Terigu 1kg,6,10500,63000
INV-00007728,26-02-2025,HNDKMD,Handuk Mandi Sedang,2,42000,84000
INV-00007728,26-02-2025,BRS5KG,Beras Premium 5kg,1,58500,58500
INV-00007728,26-02-2025,SHPSAC,Shampo Sachet,1,17500,17500
INV-00007728,26-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00007728,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007729,26-02-2025,KOPIAR,Kopi Bubuk Arabika 250g,1,58500,58500
INV-00007729,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007729,26-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00007729,26-02-2025,MIEIN5,Mi Instan (Isi 5),4,19000,76000
INV-00007729,26-02-2025,PHRUMH,Pengharum Ruangan,2,54000,108000
INV-00007729,26-02-2025,GRMDAP,Garam Dapur (3 Pack),7,10500,73500
INV-00007729,26-02-2025,MGR1L,Minyak Goreng Refill 1L,1,17500,17500
INV-00007730,26-02-2025,BRS5KG,Beras Premium 5kg,1,58500,58500
INV-00007730,26-02-2025,MGR1L,Minyak Goreng Refill 1L,1,17500,17500
INV-00007730,26-02-2025,GRMDAP,Garam Dapur (3 Pack),2,10500,21000
INV-00007730,26-02-2025,KCPMNB,Kecap Manis Botol Besar,1,31500,31500
INV-00007730,26-02-2025,SPONCP,Spons Cuci Piring,1,26500,26500
INV-00007730,26-02-2025,TLR05K,Telur Ayam (Setengah Kg),1,16500,16500
INV-00007730,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007730,26-02-2025,KBLCHG,Kabel Data Fast Charge,3,59000,177000
INV-00007730,26-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00007730,26-02-2025,TEKOLT,Teko Listrik,2,89000,178000
INV-00007731,26-02-2025,BRS5KG,Beras Premium 5kg,1,58500,58500
INV-00007731,26-02-2025,GRMDAP,Garam Dapur (3 Pack),3,10500,31500
INV-00007732,26-02-2025,MARGRN,Margarin Serbaguna,6,18000,108000
INV-00007732,26-02-2025,MGR1L,Minyak Goreng Refill 1L,1,17500,17500
INV-00007732,26-02-2025,TLR05K,Telur Ayam (Setengah Kg),1,16500,16500
INV-00007732,26-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00007732,26-02-2025,MSWRLS,Mouse Wireless,1,75000,75000
INV-00007732,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
